,Unnamed: 0.1,Unnamed: 0,continent,country,capital,image_globe,image_flag,details,level
172,172,193,Africa,Madagascar,Antananarivo,Madagascar.png,Madagascar_flag.png,"Madagascar, officially the Republic of Madagascar, is an island country that includes the island of Madagascar and numerous smaller peripheral islands. Lying off the southeastern coast of Africa, it is the world's fourth largest island, the second-largest island country, and the 46th largest country overall. Its capital and largest city is Antananarivo.",Hard
173,173,194,Africa,Malawi,Lilongwe,Malawi.png,Malawi_flag.png,"Malawi, officially the Republic of Malawi, is a landlocked country in Southeastern Africa. It is bordered by Zambia to the west, Tanzania to the north and northeast, and Mozambique to the east, south, and southwest. Malawi spans over 118,484 km2 (45,747 sq mi) and has an estimated population of 21,240,689 (as of 2024). Lilongwe is its capital and largest city, while the next three largest cities are Blantyre, Mzuzu, and Zomba, the former capital.",Hard
174,174,195,Africa,Mali,Bamako,Mali.png,Mali_flag.png,"Mali, officially the Republic of Mali, is a landlocked country in West Africa. It is the eighth-largest country in Africa, with an area of over 1,240,192 square kilometres (478,841 sq mi). The country is bordered to the north by Algeria, to the east by Niger, to the northwest by Mauritania, to the south by Burkina Faso and Ivory Coast, and to the west by Guinea and Senegal. The population of Mali is about 23.29 million, 47.19% of which are estimated to be under the age of 15 in 2024. Its capital and largest city is Bamako. The country has 13 official languages, of which Bambara is the most commonly spoken.",Medium
175,175,196,Africa,Mauritania,Nouakchott,Mauritania.png,Mauritania_flag.png,,Hard
176,176,197,Africa,Mauritius,Port Louis,Mauritius.png,Mauritius_flag.png,"Mauritius, officially the Republic of Mauritius, is an island country in the Indian Ocean, about 2,000 kilometres (1,100 nautical miles) off the southeastern coast of East Africa, east of Madagascar. It includes the main island (also called Mauritius), as well as Rodrigues, Agaléga, and St. Brandon (Cargados Carajos shoals). The islands of Mauritius and Rodrigues, along with nearby Réunion (a French overseas department), are part of the Mascarene Islands. The main island of Mauritius, where the population is concentrated, hosts the capital and largest city, Port Louis. The country spans 2,040 square kilometres (790 sq mi) and has an exclusive economic zone covering approximately 2,000,000 square kilometres (580,000 square nautical miles).",Hard
177,177,198,Africa,Morocco,Rabat,Morocco.png,Morocco_flag.png,"Morocco, officially the Kingdom of Morocco, is a country in the Maghreb region of North Africa. It has coastlines on the Mediterranean Sea to the north and the Atlantic Ocean to the west, and has land borders with Algeria to the east, and the disputed territory of Western Sahara to the south. Morocco also claims the Spanish exclaves of Ceuta, Melilla and Peñón de Vélez de la Gomera, and several small Spanish-controlled islands off its coast. It has a population of approximately 37 million. Islam is both the official and predominant religion, while Arabic and Berber are the official languages. Additionally, French and the Moroccan dialect of Arabic are widely spoken. The culture of Morocco is a mix of Arab, Berber, African and European cultures. Its capital is Rabat, while its largest city is Casablanca.",Hard
178,178,199,Africa,Mozambique,Maputo,Mozambique.png,Mozambique_flag.png,"Mozambique, officially the Republic of Mozambique, is a country located in Southeast Africa bordered by the Indian Ocean to the east, Tanzania to the north, Malawi and Zambia to the northwest, Zimbabwe to the west, and Eswatini and South Africa to the south and southwest. The sovereign state is separated from the Comoros, Mayotte, and Madagascar by the Mozambique Channel to the east. The capital and largest city is Maputo.",Hard
179,179,200,Africa,Namibia,Windhoek,Namibia.png,Namibia_flag.png,"Namibia, officially the Republic of Namibia, is a country on the west coast of Southern Africa.  Its borders include the Atlantic Ocean to the west, Angola and Zambia to the north, Botswana to the east and South Africa to the south; in the northeast, approximating a quadripoint, Zimbabwe lies less than 200 metres (660 feet) away along the Zambezi River near Kazungula, Zambia. Namibia's capital and largest city is Windhoek.",Hard
180,180,201,Africa,Niger,Niamey,Niger.png,Niger_flag.png,"Niger, officially the Republic of the Niger, is a landlocked country in West Africa. It is a unitary state bordered by Libya to the north-east, Chad to the east, Nigeria to the south, Benin and Burkina Faso to the south-west, Mali to the west, and Algeria to the north-west. It covers a land area of almost 1.27 million km2 (490,000 sq mi), making it the largest landlocked country in West Africa and the second-largest landlocked nation in Africa behind Chad. Over 80% of its land area lies in the Sahara. Its predominantly Muslim population of about 25 million lives mostly in clusters in the south and west of the country. The capital Niamey is located in Niger's south-west corner along the namesake Niger River.",Hard
181,181,202,Africa,Nigeria,Abuja,Nigeria.png,Nigeria_flag.png,"Nigeria, officially the Federal Republic of Nigeria, is a country in West Africa.[9] It is situated between the Sahel to the north and the Gulf of Guinea in the Atlantic Ocean to the south. It covers an area of 923,769 square kilometres (356,669 sq mi). With a population of more than 230 million, it is the most populous country in Africa, and the world's sixth-most populous country. Nigeria borders Niger in the north, Chad in the northeast, Cameroon in the east, and Benin in the west. Nigeria is a federal republic comprising 36 states and the Federal Capital Territory, where its capital, Abuja, is located. The largest city in Nigeria by population is Lagos, one of the largest metropolitan areas in the world and the largest in Africa.",Hard
182,182,203,Africa,Rwanda,Kigali,Rwanda.png,Rwanda_flag.png,in Africa (light blue),Hard
183,183,204,Africa,São Tomé and Príncipe,São Tomé,São_Tomé_and_Príncipe.png,São_Tomé_and_Príncipe_flag.png,in Africa (light blue),Hard
184,184,205,Africa,Senegal,Dakar,Senegal.png,Senegal_flag.png,"Senegal, officially the Republic of Senegal, is the westernmost country in West Africa, situated on the Atlantic Ocean coastline. It borders Mauritania to the north, Mali to the east, Guinea to the southeast and Guinea-Bissau to the southwest. Senegal nearly surrounds The Gambia, a country occupying a narrow sliver of land along the banks of the Gambia River, which separates Senegal's southern region of Casamance from the rest of the country. It also shares a maritime border with Cape Verde. Senegal's capital is Dakar.",Hard
185,185,206,Africa,Seychelles,Victoria,Seychelles.png,Seychelles_flag.png,– in Africa (light blue & dark grey)– in the African Union (light blue),Hard
186,186,207,Africa,Sierra Leone,Freetown,Sierra_Leone.png,Sierra_Leone_flag.png,"Sierra Leone, officially the Republic of Sierra Leone, is a country on the southwest coast of West Africa. It is bordered to the southeast by Liberia and by Guinea to the north. Sierra Leone's land area is 73,252 km2 (28,283 sq mi). It has a tropical climate and environments ranging from savannas to rainforests. As of the 2023 census, Sierra Leone has a population of 8,460,512. Freetown is its capital and largest city.",Hard
187,187,208,Africa,Somalia,Mogadishu,Somalia.png,Somalia_flag.png,"Somalia, officially the Federal Republic of Somalia, is the easternmost country in continental Africa. The country is located in the Horn of Africa and is bordered by Ethiopia to the west, Djibouti to the northwest, Kenya to the southwest, the Gulf of Aden to the north, and the Indian Ocean to the east. Somalia has the longest coastline on Africa's mainland. Somalia has an estimated population of 18.1 million, of which 2.7 million live in the capital and largest city, Mogadishu. Around 85% of Somalia's residents are ethnic Somalis. The official languages of the country are Somali and Arabic, though Somali is the primary language. Somalia has historic and religious ties to the Arab world. The people in Somalia are mainly Muslims, following the Sunni branch.",Hard
188,188,209,Africa,South Africa,Pretoria,South_Africa.png,South_Africa_flag.png,"South Africa, officially the Republic of South Africa (RSA), is the southernmost country in Africa. Its nine provinces are bounded to the south by 2,798 kilometres (1,739 miles) of coastline that stretches along the South Atlantic and Indian Ocean; to the north by the neighbouring countries of Namibia, Botswana, and Zimbabwe; to the east and northeast by Mozambique and Eswatini; and it encloses Lesotho. Covering an area of 1,221,037 square kilometres (471,445 square miles), the country has a population of over 64 million people. Pretoria is the administrative capital, while Cape Town, as the seat of Parliament, is the legislative capital, and Bloemfontein is regarded as the judicial capital. The largest, most populous city is Johannesburg, followed by Cape Town and Durban.",Medium
189,189,210,Africa,South Sudan,Juba,South_Sudan.png,South_Sudan_flag.png,"South Sudan (/suːˈdɑːn, -ˈdæn/), officially the Republic of South Sudan, is a landlocked country in East Africa. It is bordered on the north by Sudan; on the east by Ethiopia; on the south by the Democratic Republic of the Congo, Uganda and Kenya; and on the west by the Central African Republic. South Sudan's diverse landscape includes vast plains and plateaus, dry and tropical savannahs, inland floodplains, and forested mountains. The Nile River system is the defining physical feature of the country, running south to north across its center, which is dominated by a large swamp known as the Sudd. South Sudan has a population of 12.7 million. Juba is the capital and largest city. It is one of the poorest countries in the world.",Hard
190,190,211,Africa,Sudan,Khartoum,Sudan.png,Sudan_flag.png,"Sudan, officially the Republic of the Sudan, is a country in Northeast Africa. It borders the Central African Republic to the southwest, Chad to the west, Libya to the northwest, Egypt to the north, the Red Sea to the east, Eritrea and Ethiopia to the southeast, and South Sudan to the south. Sudan has a population of 50 million people as of 2024 and occupies 1,886,068 square kilometres (728,215 square miles), making it Africa's third-largest country by area and the third-largest by area in the Arab League. It was the largest country by area in Africa and the Arab League until the secession of South Sudan in 2011; since then both titles have been held by Algeria. Sudan's capital and most populous city is Khartoum.",Hard
191,191,212,Africa,Tanzania,Dodoma,Tanzania.png,Tanzania_flag.png,,Hard
192,192,213,Africa,Togo,Lomé,Togo.png,Togo_flag.png,"Togo, officially the Togolese Republic, is a country in West Africa. It is bordered by Ghana to the west, Benin to the east and Burkina Faso to the north. It is one of the least developed countries and extends south to the Gulf of Guinea, where its capital, Lomé, is located. It is a small, tropical country, spanning 57,000 square kilometres (22,000 square miles) with a population of approximately 8 million, and it has a width of less than 115 km (71 mi) between Ghana and its eastern neighbour Benin.",Hard
193,193,214,Africa,Tunisia,Tunis,Tunisia.png,Tunisia_flag.png,"Tunisia, officially the Republic of Tunisia, is a country in the Maghreb region of North Africa. It is bordered by Algeria to the west and southwest, Libya to the southeast, and the Mediterranean Sea to the north and east. Tunisia also shares maritime borders with Italy through the islands of Sicily and Sardinia to the north and Malta to the east. It features the archaeological sites of Carthage dating back to the 9th century BC, as well as the Great Mosque of Kairouan. Known for its ancient architecture, souks, and blue coasts, it covers 163,610 km2 (63,170 sq mi), and has a population of 12.1 million. It contains the eastern end of the Atlas Mountains and the northern reaches of the Sahara desert; much of its remaining territory is arable land. Its 1,300 km (810 mi) of coastline includes the African conjunction of the western and eastern parts of the Mediterranean Basin. Tunisia is home to Africa's northernmost point, Cape Angela. Located on the northeastern coast, Tunis is the capital and largest city of the country, which is itself named after Tunis. The official language of Tunisia is Modern Standard Arabic. The vast majority of Tunisia's population is Arab and Muslim. Vernacular Tunisian Arabic is the most spoken and French serves as an administrative and educational language in some contexts, but it has no official status.",Hard
194,194,215,Africa,Uganda,Kampala,Uganda.png,Uganda_flag.png,"Uganda, officially the Republic of Uganda, is a landlocked country in East Africa. It is bordered to the east by Kenya, to the north by South Sudan, to the west by the Democratic Republic of the Congo, to the south-west by Rwanda, and to the south by Tanzania. The southern part includes a substantial portion of Lake Victoria, shared with Kenya and Tanzania. Uganda is in the African Great Lakes region, lies within the Nile basin, and has a varied equatorial climate. As of 2024, it has a population of 49.3 million, of whom 8.5 million live in the capital and largest city, Kampala.",Hard
195,195,216,Africa,Zambia,Lusaka,Zambia.png,Zambia_flag.png,"Zambia, officially the Republic of Zambia, is a landlocked country at the crossroads of Central, Southern and East Africa. It is typically referred to being in South-Central Africa or Southern Africa. It is bordered to the north by the Democratic Republic of the Congo, Tanzania to the north-east, Malawi to the east, Mozambique to the southeast, Zimbabwe and Botswana to the south, Namibia to the southwest, and Angola to the west. The capital city of Zambia is Lusaka, located in the south-central part of Zambia. The population is concentrated mainly around Lusaka in the south and the Copperbelt Province to the north, the core economic hubs of the country.",Hard
196,196,217,Africa,Zimbabwe,Harare,Zimbabwe.png,Zimbabwe_flag.png,"Zimbabwe, officially the Republic of Zimbabwe, is a landlocked country in Southeast Africa, between the Zambezi and Limpopo Rivers, bordered by South Africa to the south, Botswana to the southwest, Zambia to the north, and Mozambique to the east. The capital and largest city is Harare, and the second largest is Bulawayo.",Medium
